id,nome_poco,fase,tipo_poco,lda,diametro_fase,metragem,nfases
3157,ROB804,2,VERTICAL,1843,28,1170,6
3158,ROB804,3,VERTICAL,1843,18 1/8,1255,6
3159,ROB804,4,VERTICAL,1843,14 3/4,472,6
3160,ROB804,4,VERTICAL,1843,16 1/2,1680,6
3161,ROB804,5,VERTICAL,1843,14 3/4,0,6
3162,CT50I4,1,VERTICAL,520,8 1/2,305,2
3163,CT50I4,2,VERTICAL,520,26,553,2
3164,4BVJOY,1,VERTICAL,545,26,543,4
3165,4BVJOY,2,VERTICAL,545,17 1/2,1801,4
3166,4BVJOY,3,VERTICAL,545,12 1/4,2097,4
3167,4BVJOY,4,VERTICAL,545,8 1/2,808,4
3168,7759K7,1,VERTICAL,854,36,36,4
3169,7759K7,2,VERTICAL,854,26,483,4
3170,7759K7,3,VERTICAL,854,17 1/2,1039,4
3171,7759K7,4,VERTICAL,854,12 1/4,2064,4
3172,1Y5Q6F,1,DIRECIONAL,500,26,706,4
3173,1Y5Q6F,2,DIRECIONAL,500,16,1281,4
3174,1Y5Q6F,3,DIRECIONAL,500,12 1/4,1779,4
3175,1Y5Q6F,4,DIRECIONAL,500,8 1/2,999,4
3176,WPSVRB,1,VERTICAL,276,26,37,3
3177,WPSVRB,2,VERTICAL,276,17 1/2,1273,3
3178,WPSVRB,3,VERTICAL,276,12 1/4,2689,3
3179,6YILJ9,1,DIRECIONAL,275,26,62,3
3180,6YILJ9,2,DIRECIONAL,275,17 1/2,1273,3
3181,6YILJ9,3,DIRECIONAL,275,12 1/4,2814,3
3182,WNQKA5,1,DIRECIONAL,276,12 1/4,1178,1
3183,62XUW9,1,VERTICAL,307,26,37,3
3184,62XUW9,2,VERTICAL,307,17 1/2,1247,3
3185,62XUW9,3,VERTICAL,307,12 1/4,2743,3
3186,54EU6Y,1,VERTICAL,349,26,36,3
3187,54EU6Y,2,VERTICAL,349,17 1/2,1129,3
3188,54EU6Y,3,VERTICAL,349,12 1/4,2763,3
3189,R99E0S,1,VERTICAL,242,26,62,4
3190,R99E0S,2,VERTICAL,242,17 1/2,984,4
3191,R99E0S,3,VERTICAL,242,12 1/4,947,4
3192,R99E0S,4,VERTICAL,242,8 1/2,0,4
3193,9941O7,1,VERTICAL,144,36,63,1
3194,806706,1,VERTICAL,143,36,50,5
3195,806706,2,VERTICAL,143,26,512,5
3196,806706,3,VERTICAL,143,17 1/2,1580,5
3197,806706,4,VERTICAL,143,12 1/4,1845,5
3198,806706,5,VERTICAL,143,8 1/2,689,5
3199,F00G45,1,VERTICAL,2125,36,88,7
3200,F00G45,2,VERTICAL,2125,26,1204,7
3201,F00G45,3,VERTICAL,2125,17 1/2,1516,7
3202,F00G45,4,VERTICAL,2125,12 1/4,248,7
3203,F00G45,5,VERTICAL,2125,8 1/2,0,7
3204,F00G45,6,VERTICAL,2125,9,0,7
3205,F00G45,7,VERTICAL,2125,8 1/2,0,7
3206,E6AY7J,1,VERTICAL,2153,36,63,6
3207,E6AY7J,2,VERTICAL,2153,26,872,6
3208,E6AY7J,3,VERTICAL,2153,17 1/2,10,6
3209,E6AY7J,4,VERTICAL,2153,14 3/4,2040,6
3210,E6AY7J,5,VERTICAL,2153,12 1/4,0,6
3211,E6AY7J,5,VERTICAL,2153,8 1/2,626,6
3212,0YX3M7,1,VERTICAL,2157,8 1/2,846,1
3213,L0878F,1,VERTICAL,2157,36,86,4
3214,L0878F,2,VERTICAL,2157,26,1181,4
3215,L0878F,3,VERTICAL,2157,17 1/2,1620,4
3216,L0878F,4,VERTICAL,2157,12 1/4,729,4
3217,58B015,1,VERTICAL,2150,36,75,4
3218,58B015,2,VERTICAL,2150,26,933,4
3219,58B015,3,VERTICAL,2150,14 3/4,2085,4
3220,58B015,4,VERTICAL,2150,8 1/2,332,4
3221,D4WKCK,1,VERTICAL,2145,8 1/2,600,1
3222,X46SX3,1,0,0,26,329,5
3223,X46SX3,2,0,0,17 1/2,1612,5
3224,X46SX3,3,0,0,12 1/4,2188,5
3225,X46SX3,4,0,0,8 1/2,965,5
3226,X46SX3,5,0,0,5 7/8,475,5
3227,G3QL8O,1,0,0,26,337,4
3228,G3QL8O,2,0,0,17 1/2,1502,4
3229,G3QL8O,3,0,0,12 1/4,2189,4
3230,G3QL8O,4,0,0,8 1/2,1025,4
3231,12CX9F,1,0,0,26,330,8
3232,12CX9F,2,0,0,17 1/2,1506,8
3233,12CX9F,3,0,0,12 1/4,2136,8
3234,12CX9F,4,0,0,8 1/2,564,8
3235,12CX9F,5,0,0,8 15/32,55,8
3236,12CX9F,6,0,0,8 1/2,38,8
3237,12CX9F,7,0,0,8 15/32,18,8
3238,12CX9F,8,0,0,8 1/2,24,8
3239,6075V0,1,VERTICAL,148,26,285,4
3240,6075V0,2,VERTICAL,148,17 1/2,1695,4
3241,6075V0,3,VERTICAL,148,12 1/4,2239,4
3242,6075V0,4,VERTICAL,148,8 1/2,1171,4
3243,1YF24X,1,VERTICAL,1093,30,43,3
3244,1YF24X,2,VERTICAL,1093,17 1/2,1281,3
3245,1YF24X,3,VERTICAL,1093,12 1/4,2287,3
3246,57W8U4,1,DIRECIONAL,1093,12 1/4,2638,1
3247,N805X7,1,VERTICAL,1493,36,64,3
3248,N805X7,2,VERTICAL,1493,26,1016,3
3249,N805X7,3,VERTICAL,1493,17 1/2,1002,3
3250,L5T593,1,VERTICAL,1495,42,87,4
3251,L5T593,2,VERTICAL,1495,28,903,4
3252,L5T593,3,VERTICAL,1495,22,1045,4
3253,L5T593,4,VERTICAL,1495,16 1/2,1188,4
3254,LWW440,4,VERTICAL,1495,16 1/2,1677,2
3255,LWW440,5,VERTICAL,1495,12 1/4,259,2
3256,YC8DS6,1,VERTICAL,1296,30,41,3
3257,YC8DS6,2,VERTICAL,1296,17 1/2,991,3
3258,YC8DS6,3,VERTICAL,1296,12 1/4,1575,3
3259,3MTN50,1,DIRECIONAL,665,36,61,6
3260,3MTN50,2,DIRECIONAL,665,26,606,6
3261,3MTN50,3,DIRECIONAL,665,17 1/2,2042,6
3262,3MTN50,4,DIRECIONAL,665,12 1/4,1293,6
3263,3MTN50,5,DIRECIONAL,665,12 1/4,0,6
3264,3MTN50,6,DIRECIONAL,665,8 1/2,602,6
3265,7EAU3K,1,VERTICAL,430,30,59,3
3266,7EAU3K,2,VERTICAL,430,17 1/2,1021,3
3267,7EAU3K,3,VERTICAL,430,12 1/4,778,3
3268,52QZR1,1,VERTICAL,179,36,63,4
3269,52QZR1,2,VERTICAL,179,17 1/2,941,4
3270,52QZR1,3,VERTICAL,179,12 1/4,1384,4
3271,52QZR1,4,VERTICAL,179,8 1/2,694,4
3272,9EN8X6,1,HORIZONTAL,189,36,62,6
3273,9EN8X6,2,HORIZONTAL,189,26,909,6
3274,9EN8X6,3,HORIZONTAL,189,16,945,6
3275,9EN8X6,4,HORIZONTAL,189,12 1/4,1591,6
3276,9EN8X6,4,HORIZONTAL,189,8 1/2,0,6
3277,9EN8X6,5,HORIZONTAL,189,8 1/2,866,6
3278,VOJYEL,1,DIRECIONAL,215,36,59,3
3279,VOJYEL,2,DIRECIONAL,215,17 1/2,1040,3
3280,VOJYEL,3,DIRECIONAL,215,12 1/4,1806,3
3281,I9U53M,1,VERTICAL,85,26,396,3
3282,I9U53M,2,VERTICAL,85,17 1/2,1351,3
3283,I9U53M,3,VERTICAL,85,12 1/4,1014,3
3284,2A48VW,1,DIRECIONAL,518,17 1/2,50,1
3285,KDCTE3,1,DIRECIONAL,513,17 1/2,915,3
3286,KDCTE3,2,DIRECIONAL,513,12 1/4,3159,3
3287,KDCTE3,3,DIRECIONAL,513,8 1/2,614,3
3288,K8JCIY,1,VERTICAL,207,26,63,3
3289,K8JCIY,2,VERTICAL,207,17 1/2,1115,3
3290,K8JCIY,3,VERTICAL,207,12 1/4,2115,3
3291,FQSKR8,1,DIRECIONAL,393,17 1/2,1215,3
3292,FQSKR8,2,DIRECIONAL,393,12 1/4,995,3
3293,FQSKR8,3,DIRECIONAL,393,8 1/2,966,3
3294,492JUU,1,VERTICAL,1737,17 1/2,410,2
3295,492JUU,2,VERTICAL,1737,12 1/4,905,2
3296,YIAO81,1,VERTICAL,1737,8 1/2,333,1
3297,4F283S,1,DIRECIONAL,117,17 1/2,1921,3
3298,4F283S,2,DIRECIONAL,117,12 1/4,1404,3
3299,4F283S,3,DIRECIONAL,117,8 1/2,886,3
3300,1O8662,1,VERTICAL,0,17 1/2,310,3
3301,1O8662,2,VERTICAL,0,12 1/4,1046,3
3302,1O8662,3,VERTICAL,0,8 1/2,944,3
3303,ZS14F5,1,VERTICAL,479,36,63,1
3304,76GJ0W,1,VERTICAL,479,36,43,3
3305,76GJ0W,2,VERTICAL,479,17 1/2,456,3
3306,76GJ0W,3,VERTICAL,479,12 1/4,1784,3
3307,HB267T,1,VERTICAL,164,26,261,4
3308,HB267T,2,VERTICAL,164,17 1/2,1562,4
3309,HB267T,3,VERTICAL,164,12 1/4,2398,4
3310,HB267T,4,VERTICAL,164,8 1/2,867,4
3311,449R3A,1,VERTICAL,1704,36,49,3
3312,449R3A,2,VERTICAL,1704,17 1/2,985,3
3313,449R3A,3,VERTICAL,1704,12 1/4,1215,3
3314,79T277,1,VERTICAL,1329,36,62,3
3315,79T277,2,VERTICAL,1329,17 1/2,806,3
3316,79T277,3,VERTICAL,1329,12 1/4,1269,3
3317,549UX8,1,VERTICAL,88,36,70,4
3318,549UX8,2,VERTICAL,88,17 1/2,896,4
3319,549UX8,3,VERTICAL,88,12 1/4,2030,4
3320,549UX8,4,VERTICAL,88,8 1/2,260,4
3321,P7ZQDH,1,VERTICAL,998,26,253,5
3322,P7ZQDH,2,VERTICAL,998,12 1/4,1120,5
3323,P7ZQDH,3,VERTICAL,998,8 1/2,422,5
3324,P7ZQDH,4,VERTICAL,998,8 15/32,9,5
3325,P7ZQDH,5,VERTICAL,998,8 1/2,424,5
3326,G7H5ZT,1,VERTICAL,182,26,303,6
3327,G7H5ZT,2,VERTICAL,182,17 1/2,1492,6
3328,G7H5ZT,3,VERTICAL,182,12 1/4,2358,6
3329,G7H5ZT,4,VERTICAL,182,8 1/2,466,6
3330,G7H5ZT,5,VERTICAL,182,8 15/32,8,6
3331,G7H5ZT,6,VERTICAL,182,8 1/2,591,6
3332,3APD12,1,DIRECIONAL,1354,30,35,4
3333,3APD12,2,DIRECIONAL,1354,26,559,4
3334,3APD12,3,DIRECIONAL,1354,16,725,4
3335,3APD12,4,DIRECIONAL,1354,12 1/4,1013,4
3336,4UGA06,1,VERTICAL,1055,30,33,3
3337,4UGA06,2,VERTICAL,1055,17 1/2,898,3
3338,4UGA06,3,VERTICAL,1055,12 1/4,1414,3
3339,Y0J5G7,1,VERTICAL,1023,36,49,3
3340,Y0J5G7,2,VERTICAL,1023,17 1/2,1005,3
3341,Y0J5G7,3,VERTICAL,1023,12 1/4,1518,3
3342,9OK6V2,1,VERTICAL,2196,16,949,2
3343,9OK6V2,2,VERTICAL,2196,12 1/4,1941,2
3344,UY7ZEZ,1,VERTICAL,71,26,467,3
3345,UY7ZEZ,2,VERTICAL,71,17 1/2,933,3
3346,UY7ZEZ,3,VERTICAL,71,12 1/4,1528,3
3347,05LYBW,1,VERTICAL,1196,17 1/2,685,2
3348,05LYBW,2,VERTICAL,1196,12 1/4,1895,2
3349,6BH534,1,VERTICAL,2100,17 1/2,680,3
3350,6BH534,2,VERTICAL,2100,12 1/4,1591,3
3351,6BH534,3,VERTICAL,2100,8 1/2,722,3
3352,NVML97,1,VERTICAL,1440,26,62,5
3353,NVML97,2,VERTICAL,1440,17 1/2,1001,5
3354,NVML97,3,VERTICAL,1440,12 1/4,1790,5
3355,NVML97,4,VERTICAL,1440,8 1/2,383,5
3356,NVML97,5,VERTICAL,1440,6 1/8,0,5
3357,96R4C6,1,VERTICAL,1570,26,67,5
3358,96R4C6,2,VERTICAL,1570,17 1/2,763,5
3359,96R4C6,3,VERTICAL,1570,12 1/4,831,5
3360,96R4C6,4,VERTICAL,1570,8 15/32,18,5
3361,96R4C6,5,VERTICAL,1570,12 1/4,1421,5
3362,6EJSBA,1,VERTICAL,1357,26,50,4
3363,6EJSBA,2,VERTICAL,1357,17 1/2,450,4
3364,6EJSBA,3,VERTICAL,1357,12 1/4,779,4
3365,6EJSBA,4,VERTICAL,1357,8 1/2,814,4
3366,J0Q8AL,1,VERTICAL,1614,36,64,4
3367,J0Q8AL,2,VERTICAL,1614,17 1/2,860,4
3368,J0Q8AL,3,VERTICAL,1614,12 1/4,1963,4
3369,J0Q8AL,4,VERTICAL,1614,8 1/2,1055,4
3370,41462Y,1,VERTICAL,1346,26,403,2
3371,41462Y,2,VERTICAL,1346,12 1/4,1400,2
3372,IY2RUV,1,VERTICAL,1285,26,37,3
3373,IY2RUV,2,VERTICAL,1285,17 1/2,717,3
3374,IY2RUV,3,VERTICAL,1285,12 1/4,1815,3
3375,36623B,1,VERTICAL,1332,26,37,5
3376,36623B,2,VERTICAL,1332,14 3/4,1061,5
3377,36623B,3,VERTICAL,1332,17 1/2,0,5
3378,36623B,4,VERTICAL,1332,12 1/4,2062,5
3379,36623B,5,VERTICAL,1332,8 1/2,708,5
3380,5K5GO3,1,VERTICAL,1530,17 1/2,759,2
3381,5K5GO3,2,VERTICAL,1530,12 1/4,1568,2
3382,PM3MGE,1,VERTICAL,1306,17 1/2,663,2
3383,PM3MGE,2,VERTICAL,1306,12 1/4,1213,2
3384,301FIP,1,VERTICAL,1274,26,48,3
3385,301FIP,2,VERTICAL,1274,17 1/2,919,3
3386,301FIP,3,VERTICAL,1274,12 1/4,1758,3
3387,LWDZFY,1,VERTICAL,1206,17 1/2,590,2
3388,LWDZFY,2,VERTICAL,1206,12 1/4,1355,2
3389,WJFEEL,1,VERTICAL,872,36,50,2
3390,WJFEEL,2,VERTICAL,872,17 1/2,1316,2
3391,0797YH,1,VERTICAL,871,36,37,4
3392,0797YH,2,VERTICAL,871,26,245,4
3393,0797YH,3,VERTICAL,871,17 1/2,1462,4
3394,0797YH,4,VERTICAL,871,12 1/4,1360,4
3395,VP1ECR,1,VERTICAL,1831,17 1/2,1008,3
3396,VP1ECR,2,VERTICAL,1831,12 1/4,1635,3
3397,VP1ECR,3,VERTICAL,1831,8 1/2,835,3
3398,5C1638,1,VERTICAL,1456,17 1/2,691,2
3399,5C1638,2,VERTICAL,1456,12 1/4,1218,2
3400,A48D64,1,VERTICAL,966,26,522,3
3401,A48D64,2,VERTICAL,966,17 1/2,602,3
3402,A48D64,3,VERTICAL,966,12 1/4,1938,3
3403,6P9RL0,1,VERTICAL,1752,30,34,4
3404,6P9RL0,2,VERTICAL,1752,17 1/2,1075,4
3405,6P9RL0,3,VERTICAL,1752,12 1/4,1085,4
3406,6P9RL0,4,VERTICAL,1752,8 1/2,427,4
3407,02NKA0,1,VERTICAL,1481,17 1/2,778,2
3408,02NKA0,2,VERTICAL,1481,12 1/4,1129,2
3409,D36G0N,1,VERTICAL,1011,26,49,4
3410,D36G0N,2,VERTICAL,1011,17 1/2,1025,4
3411,D36G0N,3,VERTICAL,1011,12 1/4,2307,4
3412,D36G0N,4,VERTICAL,1011,8 1/2,1140,4
3413,0056I8,1,VERTICAL,1195,36,50,2
3414,0056I8,2,VERTICAL,1195,17 1/2,1068,2
3415,3N4W3E,1,VERTICAL,1199,26,335,4
3416,3N4W3E,2,VERTICAL,1199,16,992,4
3417,3N4W3E,3,VERTICAL,1199,12 1/4,2619,4
3418,3N4W3E,4,VERTICAL,1199,8 1/2,622,4
3419,K2TV48,1,VERTICAL,1270,36,38,5
3420,K2TV48,2,VERTICAL,1270,17 1/2,786,5
3421,K2TV48,3,VERTICAL,1270,12 1/4,2190,5
3422,K2TV48,4,VERTICAL,1270,8 1/2,712,5
3423,K2TV48,5,VERTICAL,1270,6 1/8,55,5
3424,2O7688,1,VERTICAL,707,36,61,4
3425,2O7688,2,VERTICAL,707,26,460,4
3426,2O7688,3,VERTICAL,707,17 1/2,1113,4
3427,2O7688,4,VERTICAL,707,12 1/4,1878,4
3428,3M4388,1,DIRECIONAL,70,12 1/4,892,1
3429,0LP10R,1,VERTICAL,1942,42,73,5
3430,0LP10R,2,VERTICAL,1942,28,1072,5
3431,0LP10R,3,VERTICAL,1942,16,1074,5
3432,0LP10R,4,VERTICAL,1942,12 1/4,982,5
3433,0LP10R,4,VERTICAL,1942,8 1/2,0,5
3434,V554B3,1,VERTICAL,1883,42,61,4
3435,V554B3,2,VERTICAL,1883,28,638,4
3436,V554B3,3,VERTICAL,1883,20,1859,4
3437,V554B3,4,VERTICAL,1883,12 1/4,766,4
3438,0JSK39,1,VERTICAL,60,26,351,3
3439,0JSK39,2,VERTICAL,60,17 1/2,1186,3
3440,0JSK39,3,VERTICAL,60,12 1/4,1659,3
3441,NG3T2J,1,VERTICAL,70,36,65,4
3442,NG3T2J,2,VERTICAL,70,26,310,4
3443,NG3T2J,3,VERTICAL,70,17 1/2,882,4
3444,NG3T2J,4,VERTICAL,70,12 1/4,1677,4
3445,435C54,1,VERTICAL,68,8 1/2,56,8
3446,435C54,2,VERTICAL,68,26,350,8
3447,435C54,3,VERTICAL,68,17 1/2,1040,8
3448,435C54,4,VERTICAL,68,12 1/4,953,8
3449,435C54,5,VERTICAL,68,8 1/2,0,8
3450,435C54,6,VERTICAL,68,8 15/32,0,8
3451,435C54,7,VERTICAL,68,8 1/2,441,8
3452,435C54,8,VERTICAL,68,6 1/8,0,8
3453,71G189,1,VERTICAL,1567,36,36,3
3454,71G189,2,VERTICAL,1567,17 1/2,1096,3
3455,71G189,3,VERTICAL,1567,12 1/4,941,3
3456,64L6U4,1,DIRECIONAL,1567,12 1/4,1737,1
3457,O1GJ19,1,VERTICAL,1377,17 1/2,770,3
3458,O1GJ19,2,VERTICAL,1377,12 1/4,830,3
3459,O1GJ19,3,VERTICAL,1377,8 1/2,0,3
3460,022IMC,1,VERTICAL,1568,36,34,3
3461,022IMC,2,VERTICAL,1568,17 1/2,894,3
3462,022IMC,3,VERTICAL,1568,12 1/4,1410,3
3463,RU548O,1,VERTICAL,1513,36,66,5
3464,RU548O,2,VERTICAL,1513,26,619,5
3465,RU548O,3,VERTICAL,1513,16,1436,5
3466,RU548O,4,VERTICAL,1513,12 1/4,1147,5
3467,RU548O,5,VERTICAL,1513,8 1/2,708,5
3468,6S5771,1,VERTICAL,1602,30,46,3
3469,6S5771,2,VERTICAL,1602,17 1/2,744,3
3470,6S5771,3,VERTICAL,1602,12 1/4,1014,3
3471,9I0269,1,VERTICAL,1075,30,46,3
3472,9I0269,2,VERTICAL,1075,17 1/2,838,3
3473,9I0269,3,VERTICAL,1075,12 1/4,1167,3
3474,8.80E+65,1,DIRECIONAL,1236,36,87,5
3475,8.80E+65,2,DIRECIONAL,1236,26,835,5
3476,8.80E+65,3,DIRECIONAL,1236,12 1/4,1565,5
3477,8.80E+65,3,DIRECIONAL,1236,17 1/2,4,5
3478,8.80E+65,4,DIRECIONAL,1236,8 1/2,1362,5
3479,11H1MQ,1,VERTICAL,1182,36,61,3
3480,11H1MQ,2,VERTICAL,1182,17 1/2,860,3
3481,11H1MQ,3,VERTICAL,1182,12 1/4,809,3
3482,K3G351,2,VERTICAL,1320,17 1/2,888,3
3483,K3G351,3,VERTICAL,1320,12 1/4,998,3
3484,K3G351,4,VERTICAL,1320,12 1/4,0,3
3485,821G1H,1,VERTICAL,1245,36,60,3
3486,821G1H,2,VERTICAL,1245,17 1/2,1036,3
3487,821G1H,3,VERTICAL,1245,12 1/4,1906,3
3488,P35G98,1,VERTICAL,1447,36,45,3
3489,P35G98,2,VERTICAL,1447,17 1/2,715,3
3490,P35G98,3,VERTICAL,1447,12 1/4,1075,3
3491,E1MDF8,1,0,110,26,65,4
3492,E1MDF8,2,0,110,17 1/2,505,4
3493,E1MDF8,3,0,110,12 1/4,30,4
3494,E1MDF8,4,0,110,8 1/2,680,4
3495,0N9OFY,1,DIRECIONAL,1443,17 1/2,650,2
3496,0N9OFY,2,DIRECIONAL,1443,12 1/4,1952,2
3497,6PCHGK,1,VERTICAL,715,26,359,3
3498,6PCHGK,2,VERTICAL,715,16,1219,3
3499,6PCHGK,3,VERTICAL,715,12 1/4,812,3
3500,31OH23,1,VERTICAL,711,26,448,3
3501,31OH23,2,VERTICAL,711,16,1087,3
3502,31OH23,3,VERTICAL,711,12 1/4,1014,3
3503,9MXT93,1,VERTICAL,964,17 1/2,923,2
3504,9MXT93,2,VERTICAL,964,8 1/2,1360,2
3505,CE5J2A,1,VERTICAL,1223,17 1/2,672,2
3506,CE5J2A,2,VERTICAL,1223,12 1/4,954,2
3507,BT17Z7,1,VERTICAL,2025,36,57,4
3508,BT17Z7,2,VERTICAL,2025,16 1/2,604,4
3509,BT17Z7,3,VERTICAL,2025,12 1/4,677,4
3510,BT17Z7,4,VERTICAL,2025,8 1/2,910,4
3511,KI117B,1,DIRECIONAL,1878,36,61,4
3512,KI117B,2,DIRECIONAL,1878,26,409,4
3513,KI117B,3,DIRECIONAL,1878,16,504,4
3514,KI117B,4,DIRECIONAL,1878,12 1/4,514,4
3515,2NJ36C,1,DIRECIONAL,2091,36,61,2
3516,2NJ36C,2,DIRECIONAL,2091,17 1/2,283,2
3517,Y09KTP,2,0,0,17 1/2,141,1
3518,00WI6A,2,DIRECIONAL,0,17 1/2,331,1
3519,I3M5MB,2,DIRECIONAL,0,17 1/2,330,1
3520,UWYSAG,2,DIRECIONAL,0,17 1/2,252,2
3521,UWYSAG,3,DIRECIONAL,0,12 1/4,564,2
3522,G20MN4,1,VERTICAL,424,36,60,4
3523,G20MN4,2,VERTICAL,424,26,408,4
3524,G20MN4,3,VERTICAL,424,17 1/2,1567,4
3525,G20MN4,4,VERTICAL,424,12 1/4,2430,4
3526,21290C,1,VERTICAL,69,36,66,4
3527,21290C,2,VERTICAL,69,26,309,4
3528,21290C,3,VERTICAL,69,17 1/2,1091,4
3529,21290C,4,VERTICAL,69,12 1/4,1516,4
3530,X3RI0N,1,VERTICAL,69,36,65,4
3531,X3RI0N,2,VERTICAL,69,26,320,4
3532,X3RI0N,3,VERTICAL,69,17 1/2,919,4
3533,X3RI0N,4,VERTICAL,69,12 1/4,1736,4
3534,YG0XYG,1,VERTICAL,205,36,64,5
3535,YG0XYG,2,VERTICAL,205,26,243,5
3536,YG0XYG,3,VERTICAL,205,17 1/2,1477,5
3537,YG0XYG,4,VERTICAL,205,12 1/4,740,5
3538,YG0XYG,5,VERTICAL,205,8 1/2,0,5
3539,BMLY96,1,VERTICAL,178,36,63,5
3540,BMLY96,2,VERTICAL,178,26,541,5
3541,BMLY96,3,VERTICAL,178,17 1/2,1298,5
3542,BMLY96,4,VERTICAL,178,12 1/4,2559,5
3543,BMLY96,5,VERTICAL,178,8 1/2,537,5
3544,5QFOUS,1,VERTICAL,1095,36,61.9,4
3545,5QFOUS,2,VERTICAL,1095,20,701.3,4
3546,5QFOUS,3,VERTICAL,1095,12 1/4,1500.7,4
3547,5QFOUS,4,VERTICAL,1095,8 1/2,0,4
3548,7TS557,1,VERTICAL,118,26,74,8
3549,7TS557,2,VERTICAL,118,15,1718,8
3550,7TS557,3,VERTICAL,118,12 1/4,552,8
3551,7TS557,4,VERTICAL,118,8 15/32,12,8
3552,7TS557,5,VERTICAL,118,12 1/4,102,8
3553,7TS557,6,VERTICAL,118,8 15/32,11,8
3554,7TS557,7,VERTICAL,118,12 1/4,90,8
3555,7TS557,8,VERTICAL,118,8 15/32,6,8
3556,X0A8Y0,1,VERTICAL,100,26,475,4
3557,X0A8Y0,2,VERTICAL,100,17 1/2,1485,4
3558,X0A8Y0,3,VERTICAL,100,12 1/4,957,4
3559,X0A8Y0,4,VERTICAL,100,8 1/2,81,4
3560,80H3VN,1,VERTICAL,1565,26,411,6
3561,80H3VN,2,VERTICAL,1565,14 3/4,570,6
3562,80H3VN,3,VERTICAL,1565,12 1/4,159,6
3563,80H3VN,4,VERTICAL,1565,8 15/32,18,6
3564,80H3VN,5,VERTICAL,1565,12 1/4,382,6
3565,80H3VN,6,VERTICAL,1565,8 1/2,907,6
3566,D5041L,1,VERTICAL,137,26,471,3
3567,D5041L,2,VERTICAL,137,17 1/2,1580,3
3568,D5041L,3,VERTICAL,137,12 1/4,1108,3
3569,A90H3D,1,VERTICAL,610,26,421,8
3570,A90H3D,2,VERTICAL,610,14 3/4,1245,8
3571,A90H3D,3,VERTICAL,610,12 1/4,267,8
3572,A90H3D,4,VERTICAL,610,8 15/32,9,8
3573,A90H3D,5,VERTICAL,610,8 1/2,4,8
3574,A90H3D,6,VERTICAL,610,8 15/32,2,8
3575,A90H3D,7,VERTICAL,610,12 1/4,505,8
3576,A90H3D,8,VERTICAL,610,8 1/2,663,8
3577,297TXJ,1,VERTICAL,140,26,495,5
3578,297TXJ,2,VERTICAL,140,17 1/2,1660,5
3579,297TXJ,3,VERTICAL,140,12 1/4,387,5
3580,297TXJ,4,VERTICAL,140,8 15/32,8,5
3581,297TXJ,5,VERTICAL,140,12 1/4,1171,5
3582,SS062L,1,VERTICAL,979,26,473,6
3583,SS062L,2,VERTICAL,979,14 3/4,6,6
3584,SS062L,3,VERTICAL,979,12 1/4,1087,6
3585,SS062L,4,VERTICAL,979,8 1/2,172,6
3586,SS062L,5,VERTICAL,979,8 15/32,3,6
3587,SS062L,6,VERTICAL,979,8 1/2,670,6
3588,YIKGB4,1,VERTICAL,1122,26,412,6
3589,YIKGB4,2,VERTICAL,1122,14 3/4,827,6
3590,YIKGB4,3,VERTICAL,1122,12 1/4,290,6
3591,YIKGB4,4,VERTICAL,1122,8 1/2,20,6
3592,YIKGB4,5,VERTICAL,1122,12 1/4,536,6
3593,YIKGB4,6,VERTICAL,1122,8 1/2,722,6
3594,8D25M9,1,VERTICAL,294,26,414,4
3595,8D25M9,2,VERTICAL,294,17 1/2,980,4
3596,8D25M9,3,VERTICAL,294,12 1/4,1048,4
3597,8D25M9,4,VERTICAL,294,8 1/2,680,4
3598,K4249Z,1,DIRECIONAL,692,26,382,6
3599,K4249Z,2,DIRECIONAL,692,16,552,6
3600,K4249Z,3,DIRECIONAL,692,12 1/4,1141,6
3601,K4249Z,4,DIRECIONAL,692,8 15/32,10,6
3602,K4249Z,5,DIRECIONAL,692,12 1/4,149,6
3603,K4249Z,6,DIRECIONAL,692,8 1/2,560,6
3604,W5R66U,1,VERTICAL,563,26,425,4
3605,W5R66U,2,VERTICAL,563,14 3/4,600,4
3606,W5R66U,3,VERTICAL,563,12 1/4,851,4
3607,W5R66U,4,VERTICAL,563,8 1/2,662,4
3608,JJ67NJ,1,VERTICAL,119,26,358,4
3609,JJ67NJ,2,VERTICAL,119,17 1/2,1113,4
3610,JJ67NJ,3,VERTICAL,119,12 1/4,996,4
3611,JJ67NJ,4,VERTICAL,119,8 1/2,657,4
3612,W0WXEI,1,VERTICAL,109,26,370,5
3613,W0WXEI,2,VERTICAL,109,12 1/4,1093,5
3614,W0WXEI,3,VERTICAL,109,8 1/2,302,5
3615,W0WXEI,4,VERTICAL,109,8 15/32,6,5
3616,W0WXEI,5,VERTICAL,109,8 1/2,221,5
3617,6668B2,1,VERTICAL,555,26,354,6
3618,6668B2,2,VERTICAL,555,17 1/2,653,6
3619,6668B2,3,VERTICAL,555,12 1/4,972,6
3620,6668B2,4,VERTICAL,555,8 1/2,83,6
3621,6668B2,5,VERTICAL,555,8 15/32,22,6
3622,6668B2,6,VERTICAL,555,8 1/2,1135,6
3623,UV86HK,1,DIRECIONAL,576,26,404,3
3624,UV86HK,2,DIRECIONAL,576,14 3/4,592,3
3625,UV86HK,3,DIRECIONAL,576,12 1/4,2058,3
3626,RJKBDG,1,DIRECIONAL,277,26,306,3
